상품명,수량,상품금액,날짜,시간,판매자,
mushrom,1,3200,2024-12-30,09:50,kuromi,
party table,2,1000,2025-7-2,04:32,legend,
plant,7,300,2020-1-4,14:00,mymelo,
courage,6,3000,2025-9-12,11:23,legend,
party table,2,1000,2025-7-27,08:13,anohana,
mushrom,3,3200,2024-1-16,13:04,mymelo,
mushrom,7,3200,2024-1-31,01:30,legend,
mushrom,1,3200,2020-1-12,20:30,legend,
courage,8,3000,2025-1-13,20:49,anohana,
mushrom,9,3200,2024-1-2,12:53,legend,
mushrom,5,3200,2020-12-6,22:35,legend,
mushrom,2,3200,2023-1-12,05:54,kuromi,
mushrom,9,3200,2024-12-30,17:24,admin,
jelly,2,400,2025-1-14,20:17,admin,
mushrom,5,3200,2024-1-12,07:01,legend,
gollem's sweat,7,1500,2023-12-6,09:47,mymelo,
sord,2,4000,2024-12-9,02:05,legend,
party table,8,1000,2024-7-16,07:49,legend,
mushrom,8,3200,2025-1-26,12:15,admin,
water,10,480,2024-1-7,19:12,legend,
sord,3,4000,2024-12-18,18:05,anohana,
mushrom,7,3200,2025-12-23,02:15,mymelo,
mushrom,1,3200,2022-12-8,15:14,legend,
gollem's sweat,5,1500,2024-1-2,21:12,legend,
plant,4,300,2024-7-11,04:33,legend,
water,8,480,2023-12-2,23:57,anohana,
dinner,5,500,2020-1-1,20:46,legend,
water,10,480,2020-6-12,00:38,legend,
gollem,1,3000,2024-9-16,09:40,legend,
party table,7,1000,2025-8-12,19:41,legend,
history,3,5000,2025-1-2,06:00,legend,
mushrom,2,3200,2023-4-19,20:45,anohana,
gollem,1,3000,2025-1-13,01:53,anohana,
party table,3,1000,2025-7-20,23:22,legend,
gollem's sweat,1,1500,2025-6-23,19:08,legend,
gollem,2,3000,2020-1-12,06:02,mymelo,
water,5,480,2021-1-2,02:31,anohana,
party table,10,1000,2025-6-2,21:32,anohana,
gollem,8,3000,2025-1-5,00:24,legend,
mushrom,9,3200,2025-11-29,22:13,anohana,
water,10,480,2025-1-8,16:42,mymelo,
courage,3,3000,2024-7-28,19:01,admin,
party table,10,1000,2020-4-12,18:18,kuromi,
jelly,9,400,2022-11-14,06:26,kuromi,
gollem,2,3000,2021-6-9,21:06,mymelo,
courage,9,3000,2020-11-3,03:04,legend,
history,4,5000,2025-12-27,22:14,mymelo,
mushrom,2,3200,2025-1-20,00:12,legend,
party table,4,1000,2025-5-5,23:20,legend,
mushrom,10,3200,2022-12-8,09:53,anohana,
jelly,4,400,2022-1-12,00:54,mymelo,
courage,7,3000,2022-5-31,09:48,legend,
jelly,9,400,2024-1-2,03:35,mymelo,
dinner,9,500,2024-12-13,07:18,legend,
mushrom,3,3200,2025-1-11,00:03,legend,
water,2,480,2022-12-12,13:53,kuromi,
mushrom,7,3200,2025-2-12,10:33,mymelo,
history,10,5000,2024-1-6,06:40,legend,
dinner,2,500,2025-12-2,21:30,kuromi,
courage,2,3000,2024-10-22,03:23,kuromi,
mushrom,4,3200,2022-12-7,02:02,anohana,
plant,4,300,2024-5-9,09:27,admin,
gollem,7,3000,2020-1-19,21:58,legend,
gollem's sweat,2,1500,2020-11-15,10:56,legend,
jelly,3,400,2023-3-2,11:11,legend,
party table,4,1000,2020-5-26,02:00,anohana,
jelly,6,400,2020-1-12,05:31,mymelo,
mushrom,9,3200,2022-12-20,11:33,mymelo,
party table,5,1000,2025-7-24,15:01,mymelo,
mushrom,7,3200,2025-12-26,23:45,legend,
courage,1,3000,2022-1-3,13:31,legend,
jelly,6,400,2025-2-15,18:00,mymelo,
history,10,5000,2025-2-12,23:26,anohana,
mushrom,3,3200,2024-1-2,09:02,legend,
plant,3,300,2022-1-9,14:07,mymelo,
mushrom,1,3200,2025-8-2,01:01,legend,
plant,8,300,2020-11-16,14:04,legend,
mushrom,8,3200,2020-1-23,05:54,mymelo,
party table,1,1000,2024-7-12,04:48,legend,
sord,2,4000,2025-5-30,03:54,admin,
party table,6,1000,2020-10-17,04:43,legend,
jelly,1,400,2025-1-12,21:36,legend,
mushrom,7,3200,2024-1-13,06:50,legend,
sord,2,4000,2021-1-12,22:25,kuromi,
mushrom,1,3200,2020-1-18,05:59,anohana,
mushrom,2,3200,2024-1-15,01:21,anohana,
courage,5,3000,2020-1-24,07:27,legend,
mushrom,7,3200,2025-1-31,21:24,legend,
mushrom,1,3200,2020-1-18,12:00,anohana,
water,6,480,2021-7-23,07:47,legend,
history,8,5000,2025-9-2,17:07,mymelo,
jelly,1,400,2024-9-12,06:14,legend,
mushrom,10,3200,2020-1-29,03:28,anohana,
dinner,9,500,2024-12-22,08:11,anohana,
water,9,480,2020-1-18,06:24,kuromi,
sord,10,4000,2025-4-12,09:12,legend,
mushrom,2,3200,2025-2-16,09:24,kuromi,
gollem,2,3000,2025-1-2,21:08,admin,
dinner,8,500,2020-12-12,07:30,legend,
gollem's sweat,5,1500,2025-12-12,03:01,anohana,
water,9,480,2025-12-25,06:01,legend,
mushrom,10,3200,2025-1-28,10:12,kuromi,
mushrom,3,3200,2024-1-12,04:29,kuromi,
mushrom,7,3200,2025-1-12,14:25,legend,
mushrom,4,3200,2025-1-27,07:51,anohana,
mushrom,6,3200,2024-12-12,15:26,legend,
gollem's sweat,8,1500,2025-6-4,08:44,mymelo,
mushrom,10,3200,2022-12-12,20:57,legend,
water,3,480,2020-1-10,19:35,mymelo,
water,5,480,2025-2-2,20:43,anohana,
history,8,5000,2023-5-12,01:07,mymelo,
mushrom,1,3200,2023-1-2,05:55,legend,
party table,10,1000,2020-5-13,10:41,anohana,
water,4,480,2024-12-11,06:13,legend,
gollem's sweat,6,1500,2025-11-7,14:37,legend,
dinner,3,500,2023-12-1,21:51,legend,
history,8,5000,2025-1-2,07:09,legend,
history,2,5000,2025-8-31,05:12,legend,
mushrom,3,3200,2020-1-12,20:58,anohana,
party table,10,1000,2025-7-28,05:25,legend,
plant,10,300,2024-1-15,23:00,anohana,
mushrom,3,3200,2025-2-6,16:23,kuromi,
jelly,5,400,2020-1-2,06:27,legend,
gollem,6,3000,2025-1-10,21:24,legend,
mushrom,6,3200,2024-8-12,05:47,legend,
water,8,480,2025-12-12,17:40,legend,
mushrom,5,3200,2025-12-12,18:18,anohana,
mushrom,2,3200,2020-12-20,14:20,mymelo,
gollem's sweat,10,1500,2024-12-2,12:42,anohana,
sord,8,4000,2020-11-26,09:50,legend,
mushrom,7,3200,2020-1-18,22:11,anohana,
mushrom,3,3200,2020-1-29,12:51,legend,
mushrom,10,3200,2025-12-7,09:36,legend,
courage,3,3000,2023-12-5,20:18,legend,
mushrom,1,3200,2022-9-1,19:51,legend,
courage,8,3000,2024-6-12,23:01,kuromi,
gollem's sweat,8,1500,2023-1-17,16:26,admin,
mushrom,9,3200,2024-1-4,15:08,admin,
water,6,480,2020-12-16,19:51,kuromi,
mushrom,10,3200,2025-1-1,04:13,legend,
mushrom,5,3200,2020-12-12,16:08,admin,
gollem,9,3000,2025-7-4,08:03,anohana,
plant,3,300,2024-1-13,06:53,kuromi,
party table,1,1000,2024-5-27,07:43,mymelo,
mushrom,6,3200,2021-12-27,18:20,legend,
dinner,2,500,2025-11-12,15:17,legend,
dinner,4,500,2023-2-3,22:29,kuromi,
mushrom,6,3200,2022-3-19,01:31,legend,
mushrom,2,3200,2023-12-8,14:20,admin,
water,9,480,2024-1-2,23:13,legend,
mushrom,7,3200,2022-1-21,10:07,anohana,
party table,1,1000,2025-5-17,13:18,kuromi,
dinner,4,500,2022-1-20,22:50,mymelo,
mushrom,10,3200,2021-10-4,12:03,legend,
gollem,5,3000,2025-5-30,16:42,legend,
water,9,480,2024-1-27,21:16,anohana,
mushrom,6,3200,2024-3-15,02:11,legend,
mushrom,2,3200,2022-11-4,16:37,kuromi,
mushrom,5,3200,2020-1-22,07:42,legend,
courage,8,3000,2020-1-3,02:10,legend,
plant,9,300,2025-9-20,22:48,kuromi,
mushrom,1,3200,2025-12-23,08:17,legend,
mushrom,10,3200,2025-1-2,00:19,mymelo,
sord,6,4000,2025-12-4,20:51,legend,
gollem's sweat,3,1500,2025-3-10,13:39,anohana,
history,2,5000,2024-10-2,12:26,mymelo,
mushrom,8,3200,2025-8-28,07:27,anohana,
dinner,4,500,2025-1-12,08:36,legend,
mushrom,3,3200,2022-1-2,18:28,anohana,
courage,6,3000,2020-1-12,04:27,mymelo,
mushrom,9,3200,2023-10-2,06:21,kuromi,
water,1,480,2025-1-2,21:02,anohana,
courage,6,3000,2022-9-11,02:13,legend,
courage,4,3000,2025-1-4,02:38,kuromi,
mushrom,6,3200,2020-3-12,14:21,anohana,
gollem's sweat,9,1500,2025-6-16,09:47,anohana,
gollem's sweat,2,1500,2021-1-2,20:07,mymelo,
party table,9,1000,2025-7-7,03:22,legend,
party table,4,1000,2025-5-6,15:38,kuromi,
mushrom,10,3200,2022-12-4,17:26,legend,
mushrom,1,3200,2025-1-6,15:05,legend,
mushrom,10,3200,2023-1-24,12:47,mymelo,
dinner,5,500,2021-11-27,00:03,admin,
mushrom,9,3200,2020-11-2,15:17,mymelo,
mushrom,5,3200,2025-1-12,10:10,legend,
water,4,480,2024-12-29,17:20,mymelo,
dinner,9,500,2024-12-2,10:08,anohana,
dinner,10,500,2020-1-21,08:30,mymelo,
history,2,5000,2022-1-15,06:28,admin,
plant,4,300,2020-12-8,17:39,anohana,
mushrom,6,3200,2025-12-1,07:18,mymelo,
party table,9,1000,2020-7-12,04:29,admin,
dinner,1,500,2020-6-27,10:46,mymelo,
party table,9,1000,2025-3-15,13:45,kuromi,
party table,7,1000,2025-7-10,00:23,legend,
water,7,480,2025-1-12,15:49,kuromi,
mushrom,4,3200,2025-8-13,00:49,anohana,
party table,4,1000,2025-7-28,05:55,legend,
mushrom,8,3200,2025-1-2,10:39,legend,
sord,1,4000,2025-1-23,02:21,legend,
jelly,6,400,2024-1-26,10:09,kuromi,
party table,7,1000,2025-6-17,10:17,legend,
mushrom,10,3200,2024-12-18,01:13,legend,
jelly,8,400,2025-1-22,05:06,kuromi,
mushrom,10,3200,2022-12-1,02:24,legend,
mushrom,9,3200,2023-12-19,18:44,legend,
party table,3,1000,2025-7-31,23:10,mymelo,
mushrom,2,3200,2023-1-2,06:44,kuromi,
courage,3,3000,2025-12-7,12:55,anohana,
mushrom,7,3200,2024-4-12,17:56,mymelo,
mushrom,1,3200,2020-12-11,11:41,admin,
party table,2,1000,2020-7-12,05:09,mymelo,
mushrom,1,3200,2025-1-19,17:42,anohana,
mushrom,1,3200,2025-1-7,22:18,mymelo,
jelly,8,400,2023-12-23,08:40,admin,
jelly,9,400,2025-1-27,09:11,kuromi,
gollem,3,3000,2025-12-21,00:44,legend,
jelly,2,400,2020-1-12,04:05,legend,
sord,5,4000,2025-1-16,14:47,legend,
dinner,8,500,2025-1-8,17:56,legend,
courage,1,3000,2025-7-27,08:00,admin,
party table,1,1000,2023-9-9,21:39,anohana,
mushrom,9,3200,2025-12-2,15:50,mymelo,
history,4,5000,2024-1-12,02:10,legend,
mushrom,6,3200,2025-8-24,15:32,mymelo,
mushrom,1,3200,2023-1-18,08:09,legend,
courage,5,3000,2023-7-3,13:02,legend,
party table,5,1000,2020-4-13,04:31,legend,
mushrom,6,3200,2021-11-12,19:30,admin,
mushrom,8,3200,2025-1-21,18:46,legend,
plant,2,300,2024-5-19,07:19,mymelo,
party table,8,1000,2023-3-12,05:43,anohana,
mushrom,2,3200,2024-1-12,02:14,legend,
gollem,4,3000,2022-12-12,15:04,legend,
history,5,5000,2024-4-23,08:38,anohana,
plant,8,300,2020-1-6,05:04,legend,
mushrom,9,3200,2025-9-12,12:12,anohana,
gollem,9,3000,2024-1-15,05:30,anohana,
courage,1,3000,2025-8-31,21:25,legend,
mushrom,1,3200,2020-9-12,07:40,admin,
gollem,1,3000,2025-1-8,23:04,kuromi,
mushrom,4,3200,2025-9-12,08:04,legend,
mushrom,6,3200,2023-12-12,13:24,admin,
party table,7,1000,2020-7-22,05:05,legend,
party table,2,1000,2025-6-12,01:43,kuromi,
mushrom,5,3200,2022-1-17,03:05,legend,
water,7,480,2020-1-20,23:01,legend,
mushrom,8,3200,2025-1-12,12:48,mymelo,
gollem's sweat,10,1500,2025-11-7,12:17,legend,
water,1,480,2024-1-12,21:56,mymelo,
mushrom,4,3200,2024-1-4,20:32,legend,
party table,9,1000,2024-5-2,01:54,mymelo,
mushrom,9,3200,2022-1-28,07:46,legend,
sord,2,4000,2024-12-13,08:40,anohana,
mushrom,9,3200,2025-8-5,09:30,legend,
mushrom,2,3200,2025-1-6,13:50,legend,
mushrom,2,3200,2025-12-9,22:04,anohana,
mushrom,10,3200,2024-12-23,15:49,kuromi,
mushrom,3,3200,2025-12-2,10:10,legend,
sord,10,4000,2020-1-27,02:34,mymelo,
sord,8,4000,2025-11-12,15:02,legend,
gollem's sweat,1,1500,2020-1-4,13:39,anohana,
gollem's sweat,10,1500,2025-6-10,03:05,mymelo,
mushrom,10,3200,2023-1-6,03:17,admin,
plant,5,300,2020-1-14,16:31,legend,
mushrom,4,3200,2025-3-8,19:07,legend,
water,5,480,2024-6-12,18:19,anohana,
mushrom,7,3200,2021-12-3,14:36,admin,
mushrom,2,3200,2022-12-2,14:26,anohana,
water,4,480,2024-12-22,05:40,kuromi,
plant,6,300,2025-12-12,04:28,legend,
mushrom,7,3200,2024-1-2,21:00,anohana,
mushrom,1,3200,2021-12-4,23:40,legend,
party table,9,1000,2024-5-1,07:28,anohana,
mushrom,2,3200,2025-12-25,01:21,kuromi,
dinner,6,500,2025-1-30,00:55,legend,
mushrom,3,3200,2020-11-15,03:02,mymelo,
mushrom,8,3200,2024-11-14,23:06,admin,
mushrom,7,3200,2025-1-2,01:30,mymelo,
mushrom,6,3200,2020-1-27,23:36,admin,
dinner,2,500,2025-5-13,10:19,mymelo,
dinner,6,500,2025-1-26,04:28,mymelo,
plant,1,300,2020-6-18,00:57,kuromi,
party table,7,1000,2024-4-14,09:35,admin,
mushrom,1,3200,2020-1-12,21:14,kuromi,
water,1,480,2025-1-18,09:07,legend,
gollem,9,3000,2021-1-16,16:46,anohana,
history,8,5000,2024-5-25,11:05,kuromi,
mushrom,8,3200,2025-1-8,09:26,legend,
mushrom,9,3200,2025-1-15,04:51,mymelo,
courage,3,3000,2025-1-12,00:10,legend,
party table,10,1000,2024-5-29,18:45,legend,
history,9,5000,2020-12-11,08:16,legend,
courage,7,3000,2025-9-2,06:56,legend,
mushrom,8,3200,2022-2-2,19:52,legend,
plant,2,300,2022-1-13,07:25,mymelo,
mushrom,4,3200,2020-1-31,18:02,legend,
sord,8,4000,2024-6-3,20:10,admin,
mushrom,3,3200,2020-12-14,13:26,anohana,
mushrom,7,3200,2024-12-14,13:41,anohana,
history,3,5000,2021-1-30,06:05,anohana,
water,4,480,2020-8-29,07:51,anohana,
dinner,3,500,2024-11-2,06:45,legend,
sord,3,4000,2021-11-28,04:10,legend,
party table,6,1000,2021-7-23,08:08,anohana,
gollem,6,3000,2020-6-12,03:49,legend,
gollem,3,3000,2020-12-12,03:46,legend,
mushrom,4,3200,2020-3-13,20:49,anohana,
mushrom,3,3200,2024-12-16,18:25,anohana,
gollem's sweat,2,1500,2024-1-12,04:11,legend,
mushrom,7,3200,2024-8-19,23:46,legend,
party table,4,1000,2025-5-12,14:44,legend,
sord,5,4000,2020-12-12,06:35,mymelo,
mushrom,9,3200,2022-1-2,21:39,legend,
gollem's sweat,10,1500,2020-12-14,01:53,mymelo,
history,10,5000,2025-4-2,07:23,legend,
jelly,9,400,2020-12-2,08:53,anohana,
mushrom,3,3200,2024-1-12,02:03,legend,
history,6,5000,2025-6-12,07:55,kuromi,
mushrom,2,3200,2025-1-2,20:58,anohana,
mushrom,3,3200,2020-1-1,00:59,mymelo,
mushrom,1,3200,2021-1-18,13:21,admin,
mushrom,9,3200,2025-1-10,00:13,anohana,
sord,2,4000,2025-6-3,17:02,legend,
water,9,480,2025-9-4,01:35,anohana,
sord,1,4000,2021-7-15,04:52,kuromi,
jelly,5,400,2023-4-14,04:36,kuromi,
party table,6,1000,2020-5-12,18:04,kuromi,
mushrom,1,3200,2023-12-19,03:15,anohana,
plant,5,300,2025-12-7,06:57,legend,
gollem,7,3000,2025-12-12,08:11,anohana,
mushrom,1,3200,2020-12-3,09:53,legend,
dinner,3,500,2025-11-15,01:09,mymelo,
party table,5,1000,2022-6-23,01:24,legend,
gollem,4,3000,2025-5-12,21:04,legend,
mushrom,5,3200,2022-1-5,18:48,kuromi,
dinner,7,500,2025-1-2,08:39,kuromi,
gollem's sweat,8,1500,2025-12-12,11:41,anohana,
history,5,5000,2024-3-7,00:35,anohana,
jelly,4,400,2024-5-10,08:10,legend,
history,6,5000,2025-10-9,01:07,anohana,
party table,9,1000,2020-8-2,14:01,anohana,
gollem's sweat,4,1500,2022-11-2,08:35,legend,
mushrom,10,3200,2022-3-29,05:56,anohana,
mushrom,1,3200,2020-1-13,14:53,anohana,
mushrom,9,3200,2024-12-12,14:48,legend,
mushrom,5,3200,2024-1-2,02:23,legend,
water,4,480,2020-12-28,23:00,anohana,
plant,3,300,2025-5-12,00:25,legend,
gollem's sweat,4,1500,2020-8-28,12:46,legend,
party table,10,1000,2024-4-21,07:46,legend,
dinner,3,500,2023-1-11,13:38,kuromi,
history,6,5000,2025-5-20,03:21,anohana,
mushrom,2,3200,2025-1-29,05:26,mymelo,
mushrom,1,3200,2022-12-12,02:27,mymelo,
mushrom,1,3200,2025-1-20,06:40,mymelo,
mushrom,10,3200,2023-1-27,16:42,mymelo,
sord,8,4000,2024-12-24,15:10,kuromi,
mushrom,7,3200,2025-8-2,15:44,anohana,
mushrom,2,3200,2025-12-11,16:17,mymelo,
party table,5,1000,2025-6-2,09:17,legend,
gollem,1,3000,2024-1-2,20:53,mymelo,
mushrom,8,3200,2020-9-13,16:49,legend,
sord,8,4000,2025-6-5,16:25,anohana,
mushrom,10,3200,2025-1-24,17:22,legend,
history,4,5000,2020-11-6,05:39,anohana,
plant,6,300,2025-8-30,13:15,kuromi,
mushrom,5,3200,2022-3-12,19:35,legend,
dinner,1,500,2024-1-13,08:58,mymelo,
water,6,480,2020-2-12,20:43,anohana,
gollem,4,3000,2025-7-28,09:33,legend,
courage,5,3000,2025-3-12,17:22,mymelo,
dinner,10,500,2025-6-2,19:08,mymelo,
party table,6,1000,2025-9-12,05:55,mymelo,
gollem's sweat,2,1500,2025-5-13,18:05,mymelo,
party table,5,1000,2025-7-20,23:59,legend,
mushrom,5,3200,2024-1-11,04:38,mymelo,
gollem,9,3000,2020-12-28,20:49,mymelo,
water,9,480,2024-4-17,23:19,legend,
mushrom,1,3200,2020-2-2,08:29,admin,
mushrom,5,3200,2023-1-12,22:53,legend,
mushrom,4,3200,2024-12-28,14:04,kuromi,
mushrom,6,3200,2025-12-4,21:00,legend,
sord,7,4000,2022-5-12,01:23,legend,
mushrom,3,3200,2021-12-7,02:17,anohana,
party table,4,1000,2023-7-1,08:08,mymelo,
mushrom,8,3200,2025-12-21,09:25,anohana,
mushrom,2,3200,2024-12-31,01:50,mymelo,
mushrom,9,3200,2022-12-12,16:51,admin,
party table,10,1000,2025-5-8,11:54,anohana,
mushrom,7,3200,2025-11-3,07:46,mymelo,
gollem's sweat,6,1500,2025-6-29,12:46,anohana,
courage,9,3000,2024-1-26,23:46,anohana,
party table,1,1000,2024-7-12,22:33,anohana,
mushrom,9,3200,2025-1-12,08:24,anohana,
gollem's sweat,9,1500,2025-1-7,16:37,legend,
gollem's sweat,9,1500,2025-2-22,12:05,kuromi,
party table,3,1000,2022-5-30,16:20,legend,
water,2,480,2020-5-10,04:11,mymelo,
mushrom,9,3200,2022-12-16,15:41,legend,
jelly,6,400,2020-1-13,07:12,legend,
gollem,1,3000,2021-1-28,03:16,legend,
jelly,5,400,2024-8-13,17:38,legend,
dinner,6,500,2022-11-12,12:10,legend,
mushrom,10,3200,2025-1-30,02:36,legend,
courage,10,3000,2020-1-12,23:09,kuromi,
mushrom,10,3200,2022-4-19,16:52,legend,
mushrom,5,3200,2020-1-29,18:22,admin,
mushrom,2,3200,2024-1-31,11:01,anohana,
jelly,6,400,2020-12-13,15:51,kuromi,
history,8,5000,2020-12-9,02:37,anohana,
mushrom,5,3200,2025-1-25,05:21,anohana,
gollem's sweat,10,1500,2024-1-18,19:58,legend,
mushrom,3,3200,2024-12-27,17:29,mymelo,
mushrom,10,3200,2025-12-6,17:18,legend,
gollem's sweat,2,1500,2020-12-2,20:19,admin,
history,2,5000,2025-1-12,13:18,anohana,
party table,3,1000,2020-6-12,08:27,legend,
dinner,9,500,2025-1-9,21:42,mymelo,
mushrom,10,3200,2024-3-2,16:22,kuromi,
gollem's sweat,10,1500,2024-1-15,22:19,legend,
mushrom,4,3200,2022-1-12,18:46,legend,
water,9,480,2025-12-12,20:05,legend,
mushrom,7,3200,2021-4-16,04:21,legend,
mushrom,4,3200,2024-12-12,17:31,legend,
mushrom,4,3200,2024-1-21,08:35,legend,
dinner,5,500,2024-12-9,05:05,legend,
mushrom,3,3200,2020-1-15,10:19,anohana,
mushrom,5,3200,2020-1-12,15:30,anohana,
mushrom,9,3200,2021-1-28,04:22,kuromi,
mushrom,6,3200,2025-12-2,09:27,anohana,
jelly,1,400,2021-1-4,05:14,mymelo,
gollem's sweat,10,1500,2020-12-31,20:53,kuromi,
sord,2,4000,2025-8-6,21:25,legend,
sord,3,4000,2020-3-29,22:41,legend,
sord,6,4000,2020-7-8,04:42,legend,
party table,4,1000,2024-5-8,00:33,mymelo,
gollem's sweat,3,1500,2022-1-1,03:30,kuromi,
mushrom,9,3200,2025-1-29,10:23,anohana,
plant,7,300,2025-12-29,19:00,legend,
sord,9,4000,2025-11-29,05:10,anohana,
mushrom,8,3200,2024-4-12,19:00,anohana,
history,4,5000,2021-12-24,21:11,kuromi,
mushrom,6,3200,2020-3-2,06:56,kuromi,
courage,7,3000,2023-1-25,10:05,kuromi,
mushrom,3,3200,2024-2-12,05:44,mymelo,
water,5,480,2025-12-31,01:47,mymelo,
party table,9,1000,2023-6-27,06:14,mymelo,
history,1,5000,2025-12-2,14:18,legend,
dinner,5,500,2024-11-25,16:10,admin,
mushrom,9,3200,2020-1-12,07:35,anohana,
mushrom,8,3200,2020-12-2,11:18,kuromi,
mushrom,1,3200,2025-12-12,22:41,anohana,
mushrom,7,3200,2025-1-5,03:13,mymelo,
party table,3,1000,2025-7-2,05:57,admin,
gollem's sweat,5,1500,2020-1-1,06:20,mymelo,
mushrom,4,3200,2024-2-11,04:01,legend,
water,7,480,2020-6-21,21:06,legend,
plant,2,300,2022-1-2,19:29,legend,
mushrom,3,3200,2022-8-9,23:07,anohana,
party table,7,1000,2025-5-7,12:50,kuromi,
jelly,4,400,2024-1-20,03:17,legend,
gollem,9,3000,2025-10-1,21:33,mymelo,
plant,2,300,2025-7-6,06:40,kuromi,
mushrom,1,3200,2022-1-7,05:24,legend,
mushrom,1,3200,2025-1-12,01:07,anohana,
party table,10,1000,2025-7-2,22:20,legend,
gollem's sweat,10,1500,2021-1-27,23:45,legend,
plant,1,300,2025-12-12,14:38,kuromi,
party table,4,1000,2020-6-3,11:34,legend,
mushrom,2,3200,2023-12-31,12:29,admin,
mushrom,3,3200,2022-1-12,03:54,legend,
water,9,480,2025-7-12,18:17,anohana,
water,3,480,2025-1-21,02:39,legend,
mushrom,5,3200,2022-1-4,20:58,legend,
courage,8,3000,2020-12-17,10:34,legend,
history,4,5000,2020-10-12,21:57,legend,
party table,3,1000,2025-5-8,09:34,legend,
water,4,480,2025-5-14,22:53,anohana,
party table,10,1000,2025-2-23,13:34,legend,
gollem,8,3000,2024-12-12,12:58,admin,
mushrom,4,3200,2024-12-2,05:31,kuromi,
mushrom,3,3200,2022-1-8,08:53,kuromi,
gollem,6,3000,2024-1-26,08:01,legend,
mushrom,4,3200,2025-9-2,00:13,legend,
courage,7,3000,2022-1-3,23:40,legend,
gollem,4,3000,2022-7-12,02:34,legend,
party table,7,1000,2020-6-22,21:31,anohana,
mushrom,6,3200,2025-1-27,13:39,legend,
courage,7,3000,2021-1-2,02:51,mymelo,
gollem's sweat,8,1500,2025-6-6,08:23,legend,
dinner,10,500,2023-11-6,08:51,mymelo,
mushrom,7,3200,2025-1-2,22:07,anohana,
mushrom,10,3200,2025-1-2,07:59,mymelo,
gollem,8,3000,2020-12-12,06:11,anohana,
mushrom,10,3200,2025-1-1,10:07,anohana,
jelly,2,400,2020-1-5,18:00,anohana,
courage,1,3000,2023-1-2,01:36,anohana,
mushrom,2,3200,2025-1-3,15:07,mymelo,
sord,4,4000,2025-11-5,06:00,anohana,
jelly,8,400,2025-2-20,19:41,legend,
jelly,5,400,2023-11-9,15:09,legend,
gollem's sweat,10,1500,2025-10-30,22:15,legend,
mushrom,5,3200,2025-1-10,00:27,kuromi,
party table,3,1000,2022-6-12,02:20,mymelo,
jelly,2,400,2020-6-12,08:21,legend,
plant,7,300,2023-8-1,15:11,anohana,
plant,10,300,2024-1-1,09:32,mymelo,
mushrom,8,3200,2024-12-6,22:28,kuromi,
gollem's sweat,4,1500,2025-5-12,03:24,legend,
mushrom,10,3200,2024-12-27,19:32,anohana,
courage,8,3000,2025-11-23,00:16,legend,
plant,6,300,2020-3-22,22:39,legend,
history,2,5000,2025-1-1,08:11,anohana,
sord,4,4000,2024-12-14,05:37,mymelo,
mushrom,3,3200,2025-12-19,01:04,anohana,
mushrom,1,3200,2024-1-12,12:12,legend,
mushrom,3,3200,2020-12-22,21:38,legend,
mushrom,9,3200,2025-12-20,09:29,mymelo,
dinner,9,500,2023-7-25,07:43,anohana,
party table,6,1000,2020-9-12,15:44,admin,
party table,1,1000,2025-7-27,20:37,mymelo,
mushrom,3,3200,2025-12-12,01:45,kuromi,
sord,5,4000,2023-11-13,08:44,legend,
party table,5,1000,2024-6-4,10:28,anohana,
mushrom,3,3200,2025-1-1,22:09,legend,
mushrom,6,3200,2024-12-12,08:04,anohana,
gollem,5,3000,2020-12-23,00:30,anohana,
mushrom,4,3200,2025-12-2,07:02,admin,
mushrom,10,3200,2024-12-2,19:46,legend,
mushrom,1,3200,2023-1-27,18:53,legend,
party table,10,1000,2022-6-16,12:23,legend,
mushrom,4,3200,2025-12-12,07:35,anohana,
mushrom,5,3200,2022-11-12,01:35,legend,
history,8,5000,2025-12-12,07:36,kuromi,
mushrom,10,3200,2025-11-29,10:14,legend,
party table,2,1000,2025-5-2,16:33,anohana,
gollem,1,3000,2020-1-12,00:58,anohana,
mushrom,7,3200,2024-8-28,07:16,legend,
mushrom,7,3200,2025-12-20,05:56,legend,
party table,7,1000,2025-6-27,08:42,anohana,
dinner,8,500,2024-12-12,23:54,legend,
sord,2,4000,2025-10-12,22:40,mymelo,
mushrom,1,3200,2025-11-2,05:40,mymelo,
mushrom,7,3200,2023-1-7,08:36,anohana,
mushrom,9,3200,2025-1-6,06:54,legend,
mushrom,10,3200,2023-12-17,13:02,legend,
mushrom,3,3200,2024-12-18,01:11,mymelo,
mushrom,1,3200,2020-12-21,16:49,legend,
gollem,6,3000,2025-1-30,18:35,anohana,
water,7,480,2024-1-12,16:26,legend,
mushrom,3,3200,2023-2-16,11:34,mymelo,
mushrom,5,3200,2025-12-13,11:11,kuromi,
gollem,4,3000,2024-1-2,19:03,legend,
gollem's sweat,8,1500,2024-10-9,19:58,mymelo,
party table,10,1000,2025-5-5,20:13,legend,
party table,6,1000,2025-5-12,20:31,anohana,
party table,10,1000,2022-7-4,10:58,anohana,
sord,1,4000,2021-7-28,06:03,kuromi,
water,3,480,2025-12-19,00:48,kuromi,
party table,8,1000,2024-5-28,20:49,admin,
water,4,480,2023-5-31,16:56,legend,
mushrom,7,3200,2022-12-6,19:03,mymelo,
gollem's sweat,10,1500,2022-7-19,20:50,legend,
water,1,480,2025-12-11,12:50,legend,
