상품명,수량,상품금액,날짜,시간,판매자,
mushrom,9,3200,2025-1-2,10:34,legend,
history,5,5000,2025-1-30,06:37,legend,
party table,4,1000,2025-5-18,20:34,legend,
mushrom,6,3200,2020-12-12,23:41,anohana,
mushrom,10,3200,2024-11-10,12:54,admin,
gollem's sweat,9,1500,2020-1-31,02:37,kuromi,
mushrom,6,3200,2025-4-13,07:40,mymelo,
sord,6,4000,2024-1-17,00:02,legend,
mushrom,5,3200,2022-1-17,16:32,anohana,
dinner,2,500,2025-12-2,03:54,legend,
courage,10,3000,2023-1-17,08:21,kuromi,
mushrom,2,3200,2023-11-2,11:45,mymelo,
mushrom,1,3200,2020-1-28,14:10,kuromi,
gollem,10,3000,2020-7-12,22:15,kuromi,
mushrom,3,3200,2020-12-20,23:58,kuromi,
gollem's sweat,2,1500,2020-12-26,16:03,anohana,
mushrom,6,3200,2020-1-12,18:51,mymelo,
mushrom,8,3200,2025-1-2,22:14,legend,
gollem,5,3000,2020-6-12,00:36,legend,
courage,9,3000,2025-4-14,13:15,anohana,
party table,4,1000,2025-8-12,22:19,legend,
mushrom,8,3200,2023-1-29,14:09,legend,
mushrom,10,3200,2025-12-27,09:11,anohana,
mushrom,9,3200,2025-1-16,08:18,mymelo,
sord,9,4000,2024-1-2,11:35,anohana,
mushrom,1,3200,2024-12-1,00:55,anohana,
courage,6,3000,2025-11-2,23:38,legend,
gollem's sweat,9,1500,2022-9-26,22:55,kuromi,
mushrom,1,3200,2020-10-2,07:08,admin,
mushrom,2,3200,2023-1-7,10:10,kuromi,
mushrom,10,3200,2022-12-12,03:51,mymelo,
courage,4,3000,2020-1-12,07:15,legend,
water,7,480,2020-10-6,09:32,legend,
party table,1,1000,2025-6-21,21:40,mymelo,
mushrom,2,3200,2025-1-12,17:30,admin,
courage,6,3000,2020-7-11,04:39,mymelo,
party table,5,1000,2020-4-20,19:28,legend,
mushrom,8,3200,2022-12-27,08:40,anohana,
mushrom,8,3200,2025-1-16,07:32,kuromi,
mushrom,4,3200,2024-1-24,13:44,legend,
dinner,8,500,2025-1-31,17:52,mymelo,
jelly,4,400,2020-2-13,01:26,mymelo,
history,2,5000,2020-4-24,23:34,anohana,
mushrom,6,3200,2023-12-12,09:07,kuromi,
mushrom,7,3200,2025-12-9,07:52,mymelo,
mushrom,10,3200,2025-1-2,05:02,legend,
mushrom,7,3200,2025-12-27,08:05,anohana,
mushrom,6,3200,2024-1-26,14:29,legend,
gollem's sweat,6,1500,2025-1-5,09:58,legend,
plant,10,300,2025-1-18,10:54,legend,
mushrom,4,3200,2023-4-12,08:08,legend,
plant,4,300,2023-5-7,17:49,legend,
party table,2,1000,2024-4-12,17:09,legend,
party table,5,1000,2025-6-16,01:22,kuromi,
gollem's sweat,10,1500,2022-6-4,17:20,anohana,
gollem's sweat,7,1500,2025-8-9,16:08,anohana,
party table,1,1000,2025-5-26,10:19,legend,
dinner,1,500,2020-11-12,09:17,legend,
mushrom,2,3200,2023-12-26,18:57,kuromi,
jelly,8,400,2020-12-22,07:24,legend,
mushrom,8,3200,2020-10-21,17:46,mymelo,
courage,7,3000,2025-12-23,01:58,kuromi,
courage,5,3000,2025-1-2,15:42,anohana,
mushrom,6,3200,2025-9-14,20:59,anohana,
mushrom,9,3200,2025-1-4,05:24,mymelo,
courage,2,3000,2020-6-6,00:30,legend,
water,3,480,2025-5-23,18:26,anohana,
gollem,3,3000,2020-8-26,00:11,anohana,
dinner,1,500,2025-7-30,05:46,anohana,
party table,8,1000,2022-2-16,11:18,admin,
gollem,6,3000,2025-1-24,23:36,anohana,
dinner,6,500,2023-6-20,18:47,legend,
water,9,480,2020-12-12,06:09,kuromi,
mushrom,8,3200,2025-12-28,06:34,admin,
mushrom,1,3200,2020-12-29,02:35,legend,
mushrom,7,3200,2025-1-2,14:10,legend,
plant,2,300,2025-12-2,11:05,anohana,
mushrom,6,3200,2022-1-23,04:55,mymelo,
mushrom,6,3200,2025-1-22,06:31,mymelo,
party table,4,1000,2020-6-19,00:49,anohana,
mushrom,6,3200,2023-12-2,18:24,anohana,
gollem's sweat,2,1500,2020-1-12,02:14,legend,
courage,10,3000,2025-8-18,03:12,legend,
courage,8,3000,2025-7-8,13:35,anohana,
water,4,480,2023-6-18,19:16,anohana,
mushrom,7,3200,2025-1-12,20:33,legend,
mushrom,8,3200,2021-1-2,14:22,kuromi,
jelly,2,400,2025-11-1,00:15,anohana,
courage,6,3000,2023-1-22,13:44,legend,
dinner,2,500,2022-12-1,12:26,legend,
dinner,5,500,2025-12-10,19:50,mymelo,
gollem's sweat,2,1500,2025-11-12,04:34,kuromi,
party table,1,1000,2022-6-13,21:40,legend,
water,1,480,2023-1-2,01:16,anohana,
dinner,2,500,2023-7-18,17:02,legend,
party table,7,1000,2020-3-14,03:08,mymelo,
mushrom,2,3200,2025-12-16,10:23,kuromi,
mushrom,7,3200,2020-1-16,12:52,legend,
plant,2,300,2024-5-29,05:51,legend,
mushrom,7,3200,2024-12-9,10:24,anohana,
mushrom,8,3200,2020-12-12,05:06,legend,
plant,5,300,2022-1-1,10:16,legend,
gollem,8,3000,2025-10-17,11:30,legend,
mushrom,8,3200,2024-1-19,18:53,legend,
courage,6,3000,2020-12-14,07:25,legend,
dinner,2,500,2025-1-2,02:10,legend,
mushrom,2,3200,2025-12-12,10:32,mymelo,
mushrom,1,3200,2024-1-12,23:32,legend,
sord,9,4000,2025-12-12,15:58,anohana,
history,8,5000,2025-1-1,16:30,legend,
mushrom,6,3200,2023-1-26,18:52,legend,
mushrom,3,3200,2024-12-12,20:39,legend,
mushrom,4,3200,2025-1-30,21:20,mymelo,
history,7,5000,2024-7-26,04:08,anohana,
dinner,1,500,2025-4-1,12:53,legend,
party table,8,1000,2024-5-14,23:49,legend,
sord,1,4000,2020-11-12,08:26,mymelo,
mushrom,6,3200,2025-4-7,17:20,legend,
gollem,1,3000,2022-5-13,12:08,kuromi,
party table,10,1000,2024-7-11,19:09,anohana,
plant,8,300,2025-6-12,01:59,mymelo,
gollem,5,3000,2025-11-5,20:58,admin,
history,9,5000,2024-4-16,07:31,mymelo,
mushrom,10,3200,2020-4-18,05:06,legend,
mushrom,8,3200,2020-1-10,15:15,anohana,
gollem's sweat,8,1500,2024-1-4,20:41,legend,
mushrom,5,3200,2025-12-30,09:02,mymelo,
gollem's sweat,1,1500,2025-11-4,04:09,anohana,
mushrom,9,3200,2020-1-24,19:56,admin,
water,5,480,2020-12-12,05:31,legend,
jelly,10,400,2024-12-26,03:49,legend,
gollem's sweat,3,1500,2025-12-12,01:45,anohana,
mushrom,1,3200,2024-12-14,13:51,anohana,
gollem's sweat,5,1500,2022-7-25,10:57,legend,
gollem,5,3000,2020-11-3,19:46,legend,
mushrom,2,3200,2025-1-30,08:32,legend,
sord,9,4000,2024-1-12,01:15,anohana,
mushrom,8,3200,2020-1-2,09:41,legend,
dinner,5,500,2024-12-30,21:58,admin,
party table,4,1000,2021-6-12,02:54,legend,
mushrom,1,3200,2025-1-2,00:05,anohana,
gollem,6,3000,2025-12-12,01:07,mymelo,
water,6,480,2025-9-2,14:19,legend,
mushrom,3,3200,2025-1-12,14:24,legend,
gollem,9,3000,2024-1-2,19:45,anohana,
mushrom,7,3200,2024-1-4,18:58,legend,
party table,7,1000,2025-6-12,03:33,legend,
courage,2,3000,2024-1-2,23:09,kuromi,
water,5,480,2022-6-27,14:55,kuromi,
party table,1,1000,2025-9-12,09:21,kuromi,
mushrom,8,3200,2025-11-3,21:35,admin,
party table,1,1000,2025-5-2,22:59,legend,
mushrom,10,3200,2021-1-8,11:40,legend,
party table,5,1000,2025-5-24,22:50,anohana,
mushrom,5,3200,2022-1-15,21:22,admin,
jelly,6,400,2025-1-2,00:06,admin,
party table,1,1000,2022-5-2,05:16,kuromi,
mushrom,2,3200,2023-12-20,21:25,anohana,
mushrom,1,3200,2025-1-10,15:33,legend,
mushrom,2,3200,2025-1-11,10:52,legend,
gollem's sweat,4,1500,2025-1-1,07:13,anohana,
history,3,5000,2025-12-5,17:28,legend,
mushrom,7,3200,2025-9-7,09:42,legend,
water,4,480,2025-1-24,06:02,legend,
dinner,8,500,2022-8-13,00:20,kuromi,
plant,4,300,2023-7-8,03:56,mymelo,
jelly,7,400,2023-9-5,07:20,admin,
plant,8,300,2024-8-28,01:42,mymelo,
jelly,8,400,2022-1-28,05:02,mymelo,
mushrom,2,3200,2022-1-12,08:23,legend,
jelly,2,400,2023-12-12,13:00,legend,
courage,4,3000,2025-1-12,00:12,legend,
mushrom,1,3200,2024-1-12,18:29,anohana,
water,6,480,2023-1-18,22:55,legend,
mushrom,6,3200,2025-8-12,04:09,anohana,
dinner,8,500,2022-11-12,05:14,legend,
mushrom,4,3200,2020-1-11,20:19,mymelo,
jelly,8,400,2020-12-15,05:45,anohana,
party table,3,1000,2020-5-6,19:31,legend,
gollem,7,3000,2025-5-5,05:46,legend,
mushrom,1,3200,2021-1-5,20:30,mymelo,
dinner,6,500,2021-1-12,00:57,legend,
gollem's sweat,8,1500,2025-1-2,03:10,anohana,
gollem's sweat,1,1500,2025-12-2,00:17,legend,
mushrom,4,3200,2020-4-30,14:37,mymelo,
jelly,1,400,2024-1-30,00:09,admin,
gollem,10,3000,2025-6-13,11:10,legend,
mushrom,2,3200,2022-11-6,15:50,legend,
jelly,2,400,2025-1-11,14:19,anohana,
jelly,9,400,2024-5-12,17:23,admin,
plant,9,300,2025-3-27,04:37,legend,
jelly,6,400,2025-7-12,03:36,mymelo,
party table,6,1000,2024-2-12,09:44,admin,
mushrom,10,3200,2025-1-12,19:11,legend,
mushrom,6,3200,2024-1-2,01:44,kuromi,
plant,5,300,2025-11-12,02:17,legend,
mushrom,8,3200,2021-11-12,19:41,kuromi,
mushrom,2,3200,2025-1-17,23:52,kuromi,
mushrom,2,3200,2024-1-31,00:47,legend,
mushrom,7,3200,2025-1-23,19:21,legend,
history,2,5000,2022-12-25,19:34,mymelo,
dinner,7,500,2023-1-12,13:09,anohana,
dinner,1,500,2022-7-19,11:58,mymelo,
sord,5,4000,2020-11-2,21:23,legend,
mushrom,6,3200,2020-12-13,08:19,legend,
mushrom,5,3200,2022-12-24,05:32,kuromi,
history,10,5000,2020-1-18,12:45,legend,
mushrom,8,3200,2025-10-2,23:30,legend,
mushrom,4,3200,2025-12-31,06:47,kuromi,
plant,2,300,2024-12-21,09:36,anohana,
mushrom,3,3200,2025-2-12,08:18,legend,
mushrom,2,3200,2025-11-25,00:45,mymelo,
water,4,480,2020-6-22,16:45,admin,
water,2,480,2020-3-18,22:03,legend,
mushrom,7,3200,2020-1-2,08:57,kuromi,
plant,1,300,2024-1-4,01:02,legend,
mushrom,5,3200,2025-9-6,13:05,anohana,
party table,7,1000,2025-5-24,01:36,kuromi,
mushrom,4,3200,2024-12-24,14:58,legend,
gollem's sweat,10,1500,2024-12-20,11:16,legend,
mushrom,10,3200,2020-8-12,22:53,anohana,
mushrom,10,3200,2022-1-9,16:52,admin,
jelly,1,400,2025-12-3,01:59,mymelo,
mushrom,4,3200,2025-3-5,16:01,anohana,
courage,8,3000,2020-1-12,19:07,anohana,
mushrom,1,3200,2020-12-29,04:12,mymelo,
mushrom,9,3200,2020-12-2,01:11,mymelo,
mushrom,6,3200,2021-12-12,19:08,admin,
water,5,480,2025-12-20,15:13,mymelo,
dinner,9,500,2020-12-12,22:56,legend,
gollem,1,3000,2020-12-10,22:31,admin,
plant,3,300,2023-1-3,22:59,kuromi,
mushrom,5,3200,2025-2-15,10:11,anohana,
history,5,5000,2020-1-4,23:12,legend,
plant,2,300,2024-1-9,21:17,legend,
sord,3,4000,2022-2-14,15:25,legend,
sord,10,4000,2025-5-19,11:42,legend,
mushrom,9,3200,2020-12-10,13:44,anohana,
mushrom,8,3200,2022-1-9,11:31,admin,
mushrom,8,3200,2020-11-12,21:03,mymelo,
water,3,480,2025-12-23,08:31,kuromi,
water,7,480,2025-7-12,21:56,anohana,
party table,8,1000,2020-6-8,02:17,anohana,
dinner,9,500,2025-12-7,01:15,mymelo,
mushrom,8,3200,2024-2-19,16:42,anohana,
mushrom,10,3200,2025-1-2,07:01,anohana,
jelly,2,400,2025-7-29,06:23,mymelo,
party table,6,1000,2025-9-2,16:16,legend,
sord,2,4000,2025-12-2,12:03,legend,
dinner,4,500,2025-8-11,17:44,legend,
party table,1,1000,2025-7-22,03:03,anohana,
sord,3,4000,2025-5-22,02:01,anohana,
mushrom,1,3200,2020-12-26,13:02,mymelo,
party table,5,1000,2022-7-12,12:42,kuromi,
dinner,4,500,2025-1-4,22:37,legend,
mushrom,2,3200,2020-1-13,19:59,anohana,
gollem's sweat,3,1500,2024-1-29,08:02,legend,
water,6,480,2025-1-12,00:20,legend,
mushrom,7,3200,2024-4-17,03:36,legend,
jelly,8,400,2025-5-2,08:09,legend,
mushrom,2,3200,2025-1-9,02:26,anohana,
jelly,2,400,2025-12-26,08:11,admin,
party table,10,1000,2025-7-12,03:15,legend,
gollem's sweat,9,1500,2025-1-27,14:50,legend,
sord,9,4000,2024-12-10,04:52,legend,
mushrom,3,3200,2022-12-25,14:53,admin,
water,8,480,2021-12-24,01:30,mymelo,
sord,1,4000,2020-10-2,11:41,legend,
party table,2,1000,2022-5-2,04:47,legend,
history,8,5000,2023-12-22,03:52,legend,
mushrom,6,3200,2022-10-26,13:14,anohana,
dinner,1,500,2023-1-2,14:41,mymelo,
sord,8,4000,2024-1-11,21:29,legend,
courage,7,3000,2024-4-2,16:11,legend,
plant,2,300,2025-6-7,05:36,mymelo,
mushrom,4,3200,2023-1-2,16:32,kuromi,
party table,6,1000,2022-7-9,02:19,mymelo,
dinner,9,500,2025-1-12,13:27,legend,
history,3,5000,2025-6-11,12:12,anohana,
party table,4,1000,2020-7-14,02:21,anohana,
mushrom,9,3200,2025-1-2,08:16,mymelo,
mushrom,7,3200,2024-1-2,03:00,legend,
mushrom,3,3200,2025-12-16,02:40,anohana,
mushrom,1,3200,2024-11-2,14:58,legend,
mushrom,8,3200,2025-12-15,14:08,mymelo,
gollem,3,3000,2025-12-7,08:50,mymelo,
gollem,9,3000,2020-10-1,00:28,mymelo,
party table,9,1000,2020-7-10,11:30,kuromi,
mushrom,6,3200,2025-12-23,12:52,legend,
plant,6,300,2020-6-11,23:40,anohana,
mushrom,3,3200,2020-1-14,04:04,mymelo,
mushrom,6,3200,2020-1-31,03:33,admin,
water,1,480,2025-1-12,05:08,kuromi,
water,8,480,2025-4-2,16:51,admin,
mushrom,3,3200,2025-1-19,02:28,legend,
dinner,9,500,2020-11-15,10:33,legend,
mushrom,3,3200,2020-11-20,20:33,legend,
party table,5,1000,2020-7-7,22:45,legend,
mushrom,8,3200,2020-1-3,07:06,anohana,
jelly,7,400,2025-6-29,12:12,legend,
gollem,7,3000,2025-1-5,22:01,legend,
mushrom,5,3200,2025-9-7,11:36,admin,
mushrom,4,3200,2021-12-31,02:10,anohana,
mushrom,4,3200,2024-1-30,21:43,legend,
mushrom,3,3200,2025-1-16,12:15,mymelo,
mushrom,1,3200,2022-1-12,07:45,legend,
courage,5,3000,2024-1-19,01:33,kuromi,
mushrom,1,3200,2025-4-21,00:46,legend,
mushrom,6,3200,2020-12-2,05:16,legend,
party table,3,1000,2023-6-29,19:23,legend,
gollem's sweat,1,1500,2020-11-2,11:15,legend,
history,4,5000,2020-1-31,13:05,mymelo,
jelly,9,400,2023-6-12,07:28,mymelo,
courage,10,3000,2025-7-31,21:42,legend,
gollem's sweat,8,1500,2020-9-12,20:41,anohana,
plant,10,300,2025-12-12,03:23,anohana,
courage,6,3000,2025-12-7,03:06,kuromi,
mushrom,8,3200,2025-9-25,15:59,legend,
dinner,1,500,2022-11-13,09:45,kuromi,
party table,5,1000,2024-5-12,22:12,kuromi,
history,6,5000,2023-7-12,06:11,legend,
history,6,5000,2021-5-8,20:41,kuromi,
party table,6,1000,2021-5-13,03:59,mymelo,
sord,5,4000,2025-1-11,15:28,anohana,
jelly,9,400,2025-3-10,12:35,admin,
dinner,7,500,2023-1-26,13:51,mymelo,
sord,5,4000,2024-9-15,03:23,anohana,
mushrom,7,3200,2025-4-1,22:22,legend,
gollem's sweat,1,1500,2024-1-2,18:39,mymelo,
gollem,6,3000,2020-1-14,12:03,mymelo,
water,8,480,2025-1-5,13:14,anohana,
mushrom,1,3200,2024-1-2,13:32,mymelo,
party table,1,1000,2021-6-1,18:46,kuromi,
water,8,480,2025-6-26,05:46,mymelo,
jelly,2,400,2025-1-12,11:47,anohana,
dinner,1,500,2024-7-2,15:26,admin,
gollem,8,3000,2025-1-20,03:34,anohana,
mushrom,8,3200,2025-8-12,13:57,anohana,
gollem's sweat,1,1500,2025-1-12,14:09,kuromi,
mushrom,3,3200,2021-3-26,23:30,anohana,
sord,1,4000,2022-1-27,13:20,legend,
dinner,2,500,2024-1-28,21:56,kuromi,
mushrom,9,3200,2020-12-16,07:03,anohana,
mushrom,7,3200,2025-12-22,19:19,mymelo,
jelly,4,400,2024-12-31,09:23,anohana,
gollem,1,3000,2022-1-7,19:08,legend,
gollem,2,3000,2025-2-4,14:56,mymelo,
mushrom,10,3200,2025-3-28,08:21,legend,
courage,9,3000,2022-12-17,06:44,anohana,
gollem,6,3000,2023-5-1,22:04,legend,
mushrom,9,3200,2020-11-19,08:48,legend,
gollem's sweat,3,1500,2025-5-14,20:50,anohana,
mushrom,9,3200,2025-1-28,22:29,admin,
dinner,4,500,2020-12-7,18:06,legend,
mushrom,5,3200,2021-9-26,19:00,mymelo,
plant,6,300,2024-1-25,10:41,legend,
sord,10,4000,2022-12-12,18:34,mymelo,
gollem,6,3000,2024-12-25,02:27,anohana,
mushrom,5,3200,2020-12-12,04:06,anohana,
mushrom,2,3200,2024-1-25,18:56,legend,
mushrom,7,3200,2025-1-4,21:09,anohana,
mushrom,9,3200,2024-12-2,08:55,mymelo,
history,2,5000,2020-12-31,22:28,mymelo,
mushrom,3,3200,2025-4-4,18:46,anohana,
mushrom,1,3200,2024-11-21,17:30,legend,
courage,6,3000,2020-12-28,01:19,legend,
mushrom,2,3200,2020-9-26,20:28,legend,
jelly,6,400,2025-11-14,09:44,legend,
mushrom,1,3200,2020-1-12,05:26,admin,
mushrom,6,3200,2020-11-6,06:05,legend,
gollem's sweat,3,1500,2025-1-22,12:40,mymelo,
mushrom,6,3200,2022-1-10,22:04,legend,
mushrom,4,3200,2020-12-21,18:22,admin,
mushrom,5,3200,2024-1-19,13:03,anohana,
dinner,3,500,2023-12-8,14:14,legend,
mushrom,4,3200,2020-8-4,23:29,mymelo,
sord,3,4000,2025-1-11,11:53,legend,
gollem,2,3000,2022-1-12,02:54,anohana,
party table,9,1000,2020-5-23,09:41,anohana,
gollem,9,3000,2023-6-2,08:56,legend,
party table,4,1000,2020-8-1,03:14,admin,
party table,1,1000,2025-5-31,09:40,legend,
sord,1,4000,2025-5-12,01:43,anohana,
sord,5,4000,2025-12-18,07:00,anohana,
mushrom,3,3200,2025-12-16,13:42,legend,
mushrom,6,3200,2021-12-5,16:58,legend,
plant,10,300,2020-1-12,03:21,legend,
party table,2,1000,2021-6-12,07:11,legend,
mushrom,8,3200,2020-11-27,22:15,kuromi,
mushrom,4,3200,2025-12-9,04:16,anohana,
dinner,4,500,2021-5-17,14:19,legend,
gollem's sweat,10,1500,2022-8-2,23:28,mymelo,
sord,6,4000,2022-12-12,22:20,legend,
sord,10,4000,2025-12-29,20:53,legend,
party table,5,1000,2025-7-29,00:48,kuromi,
history,9,5000,2023-1-12,14:08,legend,
plant,3,300,2020-12-8,09:44,anohana,
mushrom,3,3200,2025-9-22,00:02,legend,
dinner,4,500,2021-1-2,19:17,legend,
mushrom,2,3200,2025-4-12,13:49,legend,
mushrom,6,3200,2020-12-12,21:39,legend,
dinner,3,500,2025-12-3,17:27,admin,
mushrom,7,3200,2025-1-8,02:39,legend,
courage,2,3000,2025-12-16,16:12,admin,
mushrom,5,3200,2025-9-4,11:22,mymelo,
party table,3,1000,2025-5-12,07:52,legend,
water,6,480,2025-12-12,00:49,anohana,
gollem,6,3000,2024-10-31,09:28,legend,
mushrom,3,3200,2020-9-3,14:48,legend,
gollem,3,3000,2020-5-5,17:35,anohana,
sord,3,4000,2025-1-13,04:47,legend,
mushrom,9,3200,2025-11-12,06:31,legend,
sord,4,4000,2025-6-9,13:11,legend,
water,6,480,2025-1-4,13:13,legend,
gollem's sweat,5,1500,2025-1-25,05:48,legend,
gollem,8,3000,2023-9-16,14:20,anohana,
mushrom,9,3200,2024-10-12,16:08,legend,
mushrom,2,3200,2025-12-18,15:46,anohana,
mushrom,5,3200,2021-1-31,02:52,anohana,
plant,6,300,2024-7-2,15:46,anohana,
party table,7,1000,2025-4-2,12:08,mymelo,
water,1,480,2024-1-20,09:50,mymelo,
mushrom,8,3200,2025-8-8,03:49,anohana,
gollem,1,3000,2024-7-10,20:05,legend,
mushrom,9,3200,2020-12-2,21:21,mymelo,
water,9,480,2020-12-8,10:09,legend,
mushrom,8,3200,2025-1-22,21:31,legend,
mushrom,10,3200,2025-1-25,16:53,kuromi,
mushrom,3,3200,2025-1-12,07:28,legend,
party table,10,1000,2020-7-17,09:31,anohana,
courage,5,3000,2025-12-12,16:31,legend,
party table,1,1000,2022-7-28,18:10,anohana,
mushrom,6,3200,2022-1-18,14:52,legend,
courage,8,3000,2024-1-2,20:32,admin,
water,10,480,2025-10-30,18:13,legend,
dinner,10,500,2024-3-7,01:43,anohana,
gollem's sweat,8,1500,2025-11-26,02:34,kuromi,
history,10,5000,2021-1-1,01:25,legend,
plant,10,300,2023-8-12,17:54,legend,
water,1,480,2023-1-13,11:35,legend,
mushrom,7,3200,2025-1-2,21:23,anohana,
party table,2,1000,2020-6-11,22:05,legend,
party table,4,1000,2022-6-2,16:17,legend,
gollem's sweat,1,1500,2022-12-23,08:29,anohana,
mushrom,8,3200,2025-2-3,11:51,mymelo,
plant,2,300,2023-1-13,15:39,legend,
gollem's sweat,8,1500,2024-1-12,21:09,legend,
gollem's sweat,10,1500,2024-1-30,15:27,anohana,
jelly,7,400,2025-2-9,04:28,kuromi,
history,5,5000,2025-12-16,20:21,anohana,
mushrom,1,3200,2024-8-2,06:09,anohana,
party table,7,1000,2023-5-30,13:10,anohana,
gollem,6,3000,2025-11-30,11:16,mymelo,
mushrom,2,3200,2020-3-29,04:00,anohana,
sord,9,4000,2020-1-31,21:40,anohana,
sord,4,4000,2022-1-23,12:33,kuromi,
gollem,5,3000,2022-5-6,19:03,anohana,
gollem's sweat,6,1500,2025-1-25,04:48,legend,
mushrom,3,3200,2025-8-28,14:13,anohana,
history,10,5000,2025-7-27,17:34,anohana,
party table,8,1000,2024-7-7,14:25,legend,
party table,5,1000,2020-5-12,12:52,kuromi,
mushrom,7,3200,2025-1-2,03:36,anohana,
mushrom,1,3200,2020-12-29,09:58,legend,
mushrom,3,3200,2025-1-12,04:00,anohana,
mushrom,3,3200,2025-1-8,18:18,legend,
mushrom,5,3200,2022-1-31,08:31,mymelo,
mushrom,9,3200,2025-1-14,08:28,kuromi,
mushrom,8,3200,2020-1-29,02:21,mymelo,
gollem,3,3000,2024-5-2,08:37,anohana,
party table,1,1000,2020-9-15,12:35,legend,
mushrom,8,3200,2024-12-2,09:59,legend,
plant,4,300,2025-12-12,23:00,legend,
water,6,480,2021-2-5,03:00,anohana,
mushrom,6,3200,2024-1-10,17:01,admin,
gollem's sweat,2,1500,2025-1-12,06:47,legend,
mushrom,1,3200,2025-12-24,06:01,kuromi,
water,3,480,2025-12-26,03:59,legend,
mushrom,1,3200,2020-11-12,15:40,mymelo,
party table,7,1000,2025-5-19,21:55,kuromi,
dinner,3,500,2020-5-20,04:29,legend,
gollem,8,3000,2020-4-2,20:35,kuromi,
mushrom,2,3200,2024-1-12,09:23,legend,
mushrom,5,3200,2025-1-10,06:49,admin,
mushrom,9,3200,2020-12-1,02:59,anohana,
party table,6,1000,2020-7-21,03:00,kuromi,
plant,10,300,2023-11-16,21:13,anohana,
mushrom,5,3200,2025-1-30,09:25,mymelo,
sord,3,4000,2023-1-29,08:04,kuromi,
mushrom,6,3200,2025-12-2,16:30,legend,
mushrom,9,3200,2024-1-24,13:49,legend,
jelly,6,400,2025-5-5,23:25,admin,
mushrom,9,3200,2023-1-12,21:03,legend,
mushrom,4,3200,2023-12-27,08:52,anohana,
mushrom,3,3200,2022-12-18,17:01,mymelo,
plant,9,300,2020-12-18,01:26,kuromi,
party table,9,1000,2025-6-13,00:58,kuromi,
mushrom,10,3200,2024-1-7,02:00,legend,
gollem's sweat,6,1500,2025-7-12,12:01,kuromi,
mushrom,6,3200,2022-11-28,02:15,anohana,
sord,3,4000,2020-1-21,09:34,anohana,
gollem,3,3000,2025-7-15,18:42,kuromi,
plant,8,300,2022-9-16,07:45,legend,
mushrom,7,3200,2023-12-7,21:07,legend,
mushrom,8,3200,2024-1-1,15:06,legend,
sord,6,4000,2020-1-4,03:57,legend,
mushrom,1,3200,2025-12-2,04:19,admin,
courage,8,3000,2025-1-14,02:39,legend,
dinner,3,500,2023-12-12,16:04,legend,
mushrom,2,3200,2025-12-7,05:19,mymelo,
dinner,3,500,2024-1-28,12:10,legend,
mushrom,1,3200,2025-1-10,08:44,admin,
mushrom,8,3200,2020-11-16,07:09,legend,
courage,3,3000,2021-5-7,05:34,legend,
mushrom,6,3200,2025-12-2,04:31,anohana,
party table,9,1000,2021-7-12,17:23,legend,
jelly,4,400,2020-1-12,12:45,legend,
gollem's sweat,4,1500,2020-6-25,00:38,kuromi,
party table,3,1000,2023-7-8,10:59,admin,
plant,6,300,2025-1-2,13:34,admin,
jelly,5,400,2025-9-11,22:42,kuromi,
party table,1,1000,2024-7-2,19:46,admin,
gollem,1,3000,2025-12-13,18:57,legend,
mushrom,3,3200,2023-1-12,18:39,kuromi,
gollem,3,3000,2025-5-19,22:55,legend,
water,1,480,2024-12-5,21:58,admin,
mushrom,8,3200,2025-1-12,11:15,legend,
history,6,5000,2025-5-12,16:33,anohana,
gollem's sweat,7,1500,2025-1-4,02:54,mymelo,
mushrom,10,3200,2025-1-4,12:30,mymelo,
gollem's sweat,4,1500,2025-1-11,10:11,legend,
mushrom,9,3200,2024-12-28,17:12,anohana,
history,2,5000,2025-5-16,01:10,kuromi,
dinner,3,500,2023-8-12,20:39,legend,
plant,2,300,2022-5-12,05:35,mymelo,
courage,5,3000,2023-3-9,05:52,legend,
mushrom,8,3200,2020-12-14,04:31,legend,
mushrom,5,3200,2024-12-29,13:11,legend,
mushrom,8,3200,2025-1-12,03:56,mymelo,
party table,8,1000,2023-6-30,19:25,legend,
mushrom,3,3200,2024-1-12,12:53,kuromi,
mushrom,4,3200,2025-1-8,03:14,anohana,
mushrom,3,3200,2022-12-25,05:38,legend,
mushrom,6,3200,2023-1-2,18:51,legend,
plant,1,300,2025-12-4,21:46,legend,
mushrom,10,3200,2025-1-12,07:39,anohana,
sord,10,4000,2022-12-18,15:19,anohana,
party table,5,1000,2022-5-2,08:05,anohana,
mushrom,4,3200,2024-12-25,04:22,kuromi,
mushrom,3,3200,2020-12-24,16:08,mymelo,
party table,1,1000,2024-5-5,20:52,anohana,
sord,6,4000,2025-1-4,03:17,anohana,
gollem,2,3000,2024-7-2,23:30,legend,
party table,6,1000,2025-9-27,03:56,mymelo,
courage,6,3000,2024-6-28,12:07,mymelo,
plant,1,300,2023-10-12,17:49,anohana,
gollem's sweat,3,1500,2025-12-6,00:34,anohana,
plant,5,300,2025-1-12,09:40,legend,
mushrom,8,3200,2024-12-25,19:18,legend,
party table,2,1000,2025-6-10,21:13,legend,
courage,10,3000,2024-12-21,01:38,mymelo,
courage,5,3000,2020-4-12,15:50,legend,
plant,5,300,2020-1-8,02:45,kuromi,
party table,6,1000,2020-6-13,06:23,admin,
